pc4;woz;urb
9914;222;5
9915;188;5
9917;235;5
9918;231;5
9919;194;5
9921;210;5
9922;245;5
9923;225;5
9924;-99997;5
9925;339;5
9931;149;3
9932;179;4
9933;143;4
9934;169;3
9936;141;4
9937;252;5
9939;283;5
9942;214;5
9943;212;5
9944;210;5
9945;176;5
9946;168;5
9947;192;5
9948;161;5
9949;202;5
9951;245;4
9953;187;5
9954;357;5
9955;262;5
9956;225;5
9957;294;5
9959;244;5
9961;247;5
9962;223;5
9963;216;5
9964;193;5
9965;193;5
9966;231;5
9967;201;5
9968;240;5
9969;212;5
9971;160;5
9972;249;5
9973;230;5
9974;171;5
9975;237;5
9976;170;5
9977;196;5
9978;270;5
9981;187;4
9982;192;5
9983;183;5
9984;211;5
9985;249;5
9986;226;5
9987;187;5
9988;197;5
9989;187;5
9991;187;5
9992;271;5
9993;298;5
9994;350;5
9995;182;5
9996;215;5
9997;219;5
9998;286;5
9999;270;5
